Trade#,Rank,Strategy,TotalPnL_Percent,WinRate_Percent,TokenAddress,TokenSymbol,TokenName,Chain,Caller,AlertTime,EntryPrice,ExitPrice,PnL_Multiplier,PnL_Percent,Max_Multiplier_Reached,HoldDuration_Minutes,TimeToAth_Minutes,CandlesCount
208,3,Strategy_3949,52.24,11.76,C64cB3Ji5RgyeLz3YQmbYTzWRQ2w8X3jxW1B9V7MpxjC,UNKNOWN,Unknown Token,solana,Unknown,2025-10-14T17:39:22.000Z,0.00521097,0.00312658,0.6000,-40.00,1.1039,10040,0,234
209,3,Strategy_3949,52.24,11.76,0xcA8A47A05E974EB5E00D2e38E868178e1AE24444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-14T17:53:59.000Z,0.00011504,0.00006902,0.6000,-40.00,1.3105,10025,0,234
210,3,Strategy_3949,52.24,11.76,0x0F0df6cB17ee5E883eddFEf9153fC6036BDB4e37,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-15T00:15:18.000Z,0.11007533,0.06604520,0.6000,-40.00,1.6401,10060,5560,234
211,3,Strategy_3949,52.24,11.76,6YSkUcPs6jSoTmPFkbYkhz46GviokE5ZCVKQKifdpump,UNKNOWN,Unknown Token,solana,Unknown,2025-10-15T19:51:36.000Z,0.00007848,0.00004709,0.6000,-40.00,2.0675,10025,0,234
212,3,Strategy_3949,52.24,11.76,0x3dde9c5acc5e314efaec02baea3c01a16baa867e,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-15T19:56:03.000Z,2.97206553,1.78323932,0.6000,-40.00,1.2642,10020,10,699
213,3,Strategy_3949,52.24,11.76,0xaf8141AA44A1EDD6E31911835a1745ee75e84444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-15T20:09:05.000Z,0.00060445,0.00036267,0.6000,-40.00,1.2098,10070,0,234
214,3,Strategy_3949,52.24,11.76,0x524b4CD1B5fa1063984F54Aee1415c59989A4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-17T14:25:39.000Z,0.00084988,0.00050993,0.6000,-40.00,1.3742,10050,15,234
215,3,Strategy_3949,52.24,11.76,0xd6C9383d1030c3ca802632E139880d6f99604444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-18T07:59:44.000Z,0.00073644,0.00045407,0.6166,-38.34,3.9044,10020,480,880
216,3,Strategy_3949,52.24,11.76,0xc160598f2f5b216b48fa36007b4538114a234444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-18T11:21:23.000Z,0.00219297,0.00131578,0.6000,-40.00,2.0965,10055,60,700
217,3,Strategy_3949,52.24,11.76,0xc160598F2f5b216b48FA36007b4538114A234444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-18T13:44:33.000Z,0.00226717,0.00136030,0.6000,-40.00,1.0902,10035,5,652
218,3,Strategy_3949,52.24,11.76,0x4444e5a8Eb98c7f772D0c9BdE23a3a5f23aEFB83,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-19T13:12:33.000Z,0.00083517,0.00050110,0.6000,-40.00,1.2126,10065,0,234
219,3,Strategy_3949,52.24,11.76,7qmWe2vUhhV1PJyN5aYUK3D5gBPkyFiwc4x5FrDcnTHZ,UNKNOWN,Unknown Token,solana,Unknown,2025-10-20T22:21:19.000Z,0.00001221,0.00001204,0.9862,-1.38,1.1451,10055,15,234
220,3,Strategy_3949,52.24,11.76,AGJTeQiU81S6N5yAx3hbCWF69GB4TfhN3564sS8Ppump,UNKNOWN,Unknown Token,solana,Unknown,2025-10-21T15:44:31.000Z,0.00015437,0.00009262,0.6000,-40.00,5.1539,10035,350,234
221,3,Strategy_3949,52.24,11.76,63bpnCja1pGB2HSazkS8FAPAUkYgcXoDwYHfvZZveBot,UNKNOWN,Unknown Token,solana,Unknown,2025-10-21T16:57:17.000Z,0.01814425,0.03100635,1.7089,70.89,2.2179,10020,8460,234
222,3,Strategy_3949,52.24,11.76,0x4444d14d522386647c29fd9cd9723f7339ac0f3c,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-21T18:50:53.000Z,0.00398391,0.00239035,0.6000,-40.00,3.3469,10025,1565,681
223,3,Strategy_3949,52.24,11.76,0xf4bf4a6c074c3bda5b991cf271b68e046bdf4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-22T06:30:57.000Z,0.01299854,0.00779913,0.6000,-40.00,1.5911,10045,95,234
224,3,Strategy_3949,52.24,11.76,0xAbebED1684a789b3cf178Db810f3CBb30cC14444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-22T10:28:54.000Z,0.00185403,0.00685828,3.6991,269.91,5.3890,10050,8970,234
225,3,Strategy_3949,52.24,11.76,0x4444c37e9e91f95d89c8f462eebee8fa510ecb86,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-22T12:21:59.000Z,0.00011326,0.00006795,0.6000,-40.00,1.0280,10055,0,234
226,3,Strategy_3949,52.24,11.76,0xf2f831382d1246464a566287fabaead04e854444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-22T16:34:47.000Z,0.00006530,0.00003918,0.6000,-40.00,2.2510,10045,10,234
227,3,Strategy_3949,52.24,11.76,0xB05d9DB7f3Dd2827BA1789007A347F17a0fE4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-23T15:11:28.000Z,0.00014585,0.00008751,0.6000,-40.00,4.6136,10065,45,234
228,3,Strategy_3949,52.24,11.76,0x948d7a6f18511df422184360d1cd5d56f5be4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-23T17:14:29.000Z,0.00072956,0.00043774,0.6000,-40.00,1.2374,10065,20,234
229,3,Strategy_3949,52.24,11.76,7fuvJKyenbx72U32qWG4sJ53vo7PyfbhK2jk22nRpump,UNKNOWN,Unknown Token,solana,Unknown,2025-10-24T02:27:39.000Z,0.00010419,0.00006251,0.6000,-40.00,2.1793,10050,80,234
230,3,Strategy_3949,52.24,11.76,0x9be61A38725b265BC3eb7Bfdf17AfDFc9d26C130,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-24T11:15:00.000Z,0.45504310,0.34665965,0.7618,-23.82,1.4141,10065,50,235
231,3,Strategy_3949,52.24,11.76,3wPQhXYqy861Nhoc4bahtpf7G3e89XCLfZ67ptEfZUSA,UNKNOWN,Unknown Token,solana,Unknown,2025-10-26T19:35:04.000Z,0.00940583,0.01178490,1.2529,25.29,1.7456,10040,6800,798
232,3,Strategy_3949,52.24,11.76,BBKPiLM9KjdJW7oQSKt99RVWcZdhF6sEHRKnwqeBGHST,UNKNOWN,Unknown Token,solana,Unknown,2025-10-27T09:04:46.000Z,0.01073768,0.01493709,1.3911,39.11,2.5001,10075,8635,234
233,3,Strategy_3949,52.24,11.76,0x085e90d9d5c9e3540ee91f7e28c48fc8cb314444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-27T13:39:12.000Z,0.00043178,0.00025907,0.6000,-40.00,1.3159,10040,0,234
234,3,Strategy_3949,52.24,11.76,3oyK5vTvzAMUEicnGQBbTmNZ3veKftxCC17BLorxpump,UNKNOWN,Unknown Token,solana,Unknown,2025-10-27T21:17:46.000Z,0.00006757,0.00004054,0.6000,-40.00,1.6670,10060,5,234
235,3,Strategy_3949,52.24,11.76,CgwW9y8aLVJKGSLbjRr23mY1iGSDpwgbQetLAph15fRk,UNKNOWN,Unknown Token,solana,Unknown,2025-10-27T21:20:01.000Z,0.00045876,0.00027525,0.6000,-40.00,1.3796,10055,0,234
236,3,Strategy_3949,52.24,11.76,EnbYiKqWdzKfuN12QZ33tYm9ysy4Bjhpf7XU2RY3pump,UNKNOWN,Unknown Token,solana,Unknown,2025-10-30T08:57:07.000Z,0.00397738,0.00238643,0.6000,-40.00,1.1242,10020,45,234
237,3,Strategy_3949,52.24,11.76,Cz5oaw1XxGsPVPsEMu3SZEJ9A6vpcrVqaBAwP3ePpump,UNKNOWN,Unknown Token,solana,Unknown,2025-10-30T16:43:50.000Z,0.00115656,0.00069394,0.6000,-40.00,1.4136,10035,5,234
238,3,Strategy_3949,52.24,11.76,1zJX5gRnjLgmTpq5sVwkq69mNDQkCemqoasyjaPW6jm,UNKNOWN,Unknown Token,solana,Unknown,2025-11-01T10:01:26.000Z,0.03947084,0.02950874,0.7476,-25.24,1.1144,10020,5400,168
