Caller,Strategy,Description,TotalTrades,WinRate,FinalPortfolio,TotalReturn,MaxDrawdown,AvgPnlPerTrade
Brook,TP_6h_20pctSL_50pctTP,"Hold 6h, 20% SL, 50% TP",30,23.33,76.87,-23.13,23.13,-7.71
Brook,TP_6h_20pctSL_100pctTP,"Hold 6h, 20% SL, 100% TP",30,13.33,61.03,-38.97,38.97,-12.99
Brook,TP_24h_20pctSL_200pctTP,"Hold 24h, 20% SL, 200% TP",30,16.67,82.30,-17.70,18.79,-5.90
Brook,Trailing_6h_20pctSL_25pctTrail_50pctActivate,"Hold 6h, 20% SL, 25% trailing stop (activates at 50% gain)",30,23.33,63.73,-36.27,36.27,-12.09
Brook,Trailing_24h_20pctSL_30pctTrail_100pctActivate,"Hold 24h, 20% SL, 30% trailing stop (activates at 100% gain)",30,20.00,81.26,-18.74,18.99,-6.25
Brook,Dip_10pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 10% drop, re-enter when price rebounds to alert level, hold 6h",26,19.23,84.69,-15.31,23.94,-5.89
Brook,Dip_20pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 20% drop, re-enter when price rebounds to alert level, hold 6h",14,7.14,77.37,-22.63,22.63,-16.17
Brook,Dip_40pctDrop_ReboundToMinus30pct_24h,"Buy dip: Wait for 40% drop, re-enter when price rebounds to -30% of alert, hold 24h",17,5.88,69.54,-30.46,30.97,-17.92
Brook,Dip_30pctDrop_ReboundToMinus10pct_6h,"Buy dip: Wait for 30% drop, re-enter when price rebounds to -10% of alert, hold 6h",15,20.00,86.42,-13.58,13.58,-9.05
Brook,MultiTrade_10pctTrail_50pctDropRebound_24h,"Multi-trade: 10% trailing stop, re-enter after 50% drop from peak + 20% rebound",49,48.98,140.22,40.22,3.57,8.21
Brook,MultiTrade_15pctTrail_50pctDropRebound_24h,"Multi-trade: 15% trailing stop, re-enter after 50% drop from peak + 20% rebound",42,38.10,100.41,0.41,8.39,0.10
Brook,MultiTrade_20pctTrail_50pctDropRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 50% drop from peak + 20% rebound",37,27.03,82.21,-17.79,17.79,-4.81
Brook,MultiTrade_25pctTrail_50pctDropRebound_24h,"Multi-trade: 25% trailing stop, re-enter after 50% drop from peak + 20% rebound",35,25.71,74.07,-25.93,25.93,-7.41
Brook,MultiTrade_30pctTrail_50pctDropRebound_24h,"Multi-trade: 30% trailing stop, re-enter after 50% drop from peak + 20% rebound",35,22.86,66.31,-33.69,33.69,-9.63
Brook,MultiTrade_35pctTrail_50pctDropRebound_24h,"Multi-trade: 35% trailing stop, re-enter after 50% drop from peak + 20% rebound",32,15.63,58.08,-41.92,41.92,-13.10
Brook,MultiTrade_40pctTrail_50pctDropRebound_24h,"Multi-trade: 40% trailing stop, re-enter after 50% drop from peak + 20% rebound",31,16.13,91.74,-8.26,18.88,-2.67
Brook,MultiTrade_20pctTrail_40pctDrop15pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 40% drop from peak + 15% rebound",29,27.59,85.92,-14.08,14.08,-4.85
Brook,MultiTrade_20pctTrail_60pctDrop25pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 60% drop from peak + 25% rebound",29,27.59,85.92,-14.08,14.08,-4.85
Brook,MultiTrade_20pctTrail_45pctDrop18pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 45% drop from peak + 18% rebound",29,27.59,85.92,-14.08,14.08,-4.85
Brook,MultiTrade_15pctTrail_RSI_MACD_24h,"Multi-trade: 15% trailing stop, re-enter using RSI/MACD signals",41,29.27,85.64,-14.36,14.36,-3.50
Brook,MultiTrade_20pctTrail_RSI_MACD_24h,"Multi-trade: 20% trailing stop, re-enter using RSI/MACD signals",39,25.64,73.13,-26.87,26.87,-6.89
Brook,MultiTrade_25pctTrail_RSI_MACD_24h,"Multi-trade: 25% trailing stop, re-enter using RSI/MACD signals",36,22.22,68.61,-31.39,31.39,-8.72
Brook,MultiTrade_30pctTrail_RSI_MACD_24h,"Multi-trade: 30% trailing stop, re-enter using RSI/MACD signals",34,20.59,66.02,-33.98,33.98,-9.99
Brook,MultiTrade_15pctTrail_MA_24h,"Multi-trade: 15% trailing stop, re-enter using MA crossovers",39,25.64,82.53,-17.47,17.47,-4.48
Brook,MultiTrade_20pctTrail_MA_24h,"Multi-trade: 20% trailing stop, re-enter using MA crossovers",38,23.68,74.11,-25.89,25.89,-6.81
Brook,MultiTrade_25pctTrail_MA_24h,"Multi-trade: 25% trailing stop, re-enter using MA crossovers",35,22.86,72.01,-27.99,28.25,-8.00
Brook,MultiTrade_30pctTrail_MA_24h,"Multi-trade: 30% trailing stop, re-enter using MA crossovers",34,20.59,63.13,-36.87,36.87,-10.84
Brook,Ichimoku_5m_TenkanKijunCross_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross on 5m, 20% trailing stop, 20% loss cap",29,17.24,82.09,-17.91,17.91,-6.17
Brook,Ichimoku_5m_CloudCross_20pctTrail_24h,"Delayed entry: Ichimoku cloud cross on 5m, 20% trailing stop, 20% loss cap",29,24.14,81.49,-18.51,18.74,-6.38
Brook,PriceBreakout_5pct_20pctTrail_24h,"Delayed entry: 5% price breakout above alert, 20% trailing stop, 20% loss cap",22,22.73,88.49,-11.51,12.88,-5.23
Brook,PriceBreakout_10pct_20pctTrail_24h,"Delayed entry: 10% price breakout above alert, 20% trailing stop, 20% loss cap",19,21.05,83.85,-16.15,16.46,-8.50
Brook,Ichimoku_5m_MACD_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MACD bullish on 5m, 20% trailing stop",29,20.69,83.72,-16.28,16.28,-5.61
Brook,Ichimoku_5m_MA_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MA golden cross on 5m, 20% trailing stop",26,26.92,86.26,-13.74,13.97,-5.28
Brook,RSI_Oversold_5m_20pctTrail_24h,"Delayed entry: RSI oversold bounce on 5m, 20% trailing stop, 20% loss cap",28,32.14,96.01,-3.99,11.31,-1.42
Brook,MACD_Cross_5m_20pctTrail_24h,"Delayed entry: MACD bullish crossover on 5m, 20% trailing stop, 20% loss cap",29,24.14,81.26,-18.74,19.17,-6.46
Brook,MA_GoldenCross_5m_20pctTrail_24h,"Delayed entry: MA golden cross (EMA9 > EMA20) on 5m, 20% trailing stop, 20% loss cap",37,21.62,70.83,-29.17,29.18,-7.88
Brook,Ichimoku_5m_TenkanKijun_10pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 10% trailing stop, 20% loss cap",29,27.59,87.80,-12.20,13.22,-4.21
Brook,Ichimoku_5m_TenkanKijun_15pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 15% trailing stop, 20% loss cap",29,20.69,82.11,-17.89,18.60,-6.17
Brook,Ichimoku_5m_TenkanKijun_25pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 25% trailing stop, 20% loss cap",29,20.69,78.36,-21.64,22.40,-7.46
Brook,Ichimoku_5m_TenkanKijun_30pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 30% trailing stop, 20% loss cap",29,24.14,77.54,-22.46,26.47,-7.75
Brook,Ichimoku_5m_TenkanKijun_35pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 35% trailing stop, 20% loss cap",29,20.69,67.87,-32.13,34.96,-11.08
Brook,Ichimoku_5m_TenkanKijun_40pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 40% trailing stop, 20% loss cap",29,24.14,103.08,3.08,17.17,1.06
Brook,Ichimoku_5m_TenkanKijun_DynamicTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, dynamic trailing stop (50% @ 2x, 40% @ 3x, 30% @ 4x, 25% @ 5x, 20% @ 6x, 15% @ 8x, 10% @ 10x)",29,17.24,98.76,-1.24,17.65,-0.43
Brook,PriceBreakout_5pct_DynamicTrail_24h,"5% price breakout, dynamic trailing stop",22,22.73,101.12,1.12,15.46,0.51
Brook,Ichimoku_5m_MACD_DynamicTrail_24h,"Ichimoku + MACD on 5m, dynamic trailing stop",29,17.24,66.64,-33.36,34.04,-11.50
Brook,MultiTrade_DynamicTrail_50pctDropRebound_24h,"Multi-trade: 50% drop + 20% rebound re-entry, dynamic trailing stop",29,13.79,88.43,-11.57,21.19,-3.99
TY/ACC NO INFO,Basic_6h_10pctSL_10pctClamp,"Hold 6h, 10% SL, 10% loss clamp",13,7.69,74.89,-25.11,25.88,-9.66
TY/ACC NO INFO,Basic_6h_20pctSL_20pctClamp,"Hold 6h, 20% SL, 20% loss clamp",13,15.38,182.25,82.25,10.24,63.27
TY/ACC NO INFO,Basic_6h_20pctSL_30pctClamp,"Hold 6h, 20% SL, 30% loss clamp",13,15.38,154.83,54.83,8.22,63.27
TY/ACC NO INFO,TP_6h_20pctSL_50pctTP,"Hold 6h, 20% SL, 50% TP",13,23.08,89.43,-10.57,13.43,-8.13
TY/ACC NO INFO,TP_6h_20pctSL_100pctTP,"Hold 6h, 20% SL, 100% TP",13,15.38,87.45,-12.55,19.21,-9.66
TY/ACC NO INFO,TP_24h_20pctSL_200pctTP,"Hold 24h, 20% SL, 200% TP",13,15.38,97.16,-2.84,17.63,-2.19
TY/ACC NO INFO,Trailing_6h_20pctSL_25pctTrail_50pctActivate,"Hold 6h, 20% SL, 25% trailing stop (activates at 50% gain)",13,30.77,89.19,-10.81,11.28,-8.32
TY/ACC NO INFO,Trailing_24h_20pctSL_30pctTrail_100pctActivate,"Hold 24h, 20% SL, 30% trailing stop (activates at 100% gain)",13,15.38,92.58,-7.42,18.34,-5.70
TY/ACC NO INFO,Dip_10pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 10% drop, re-enter when price rebounds to alert level, hold 6h",10,10.00,185.88,85.88,8.22,85.88
TY/ACC NO INFO,Dip_20pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 20% drop, re-enter when price rebounds to alert level, hold 6h",9,0.00,81.28,-18.72,18.72,-20.80
TY/ACC NO INFO,Dip_40pctDrop_ReboundToMinus30pct_24h,"Buy dip: Wait for 40% drop, re-enter when price rebounds to -30% of alert, hold 24h",9,0.00,81.28,-18.72,18.72,-20.80
TY/ACC NO INFO,Dip_30pctDrop_ReboundToMinus10pct_6h,"Buy dip: Wait for 30% drop, re-enter when price rebounds to -10% of alert, hold 6h",9,0.00,81.28,-18.72,18.72,-20.80
TY/ACC NO INFO,MultiTrade_10pctTrail_50pctDropRebound_24h,"Multi-trade: 10% trailing stop, re-enter after 50% drop from peak + 20% rebound",27,66.67,153.65,53.65,1.44,19.87
TY/ACC NO INFO,MultiTrade_15pctTrail_50pctDropRebound_24h,"Multi-trade: 15% trailing stop, re-enter after 50% drop from peak + 20% rebound",24,58.33,140.49,40.49,1.45,16.87
TY/ACC NO INFO,MultiTrade_20pctTrail_50pctDropRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 50% drop from peak + 20% rebound",25,56.00,125.77,25.77,4.45,10.31
TY/ACC NO INFO,MultiTrade_25pctTrail_50pctDropRebound_24h,"Multi-trade: 25% trailing stop, re-enter after 50% drop from peak + 20% rebound",19,36.84,96.68,-3.32,9.51,-1.75
TY/ACC NO INFO,MultiTrade_30pctTrail_50pctDropRebound_24h,"Multi-trade: 30% trailing stop, re-enter after 50% drop from peak + 20% rebound",17,29.41,91.15,-8.85,10.64,-5.21
TY/ACC NO INFO,MultiTrade_35pctTrail_50pctDropRebound_24h,"Multi-trade: 35% trailing stop, re-enter after 50% drop from peak + 20% rebound",18,33.33,81.09,-18.91,19.18,-10.51
TY/ACC NO INFO,MultiTrade_40pctTrail_50pctDropRebound_24h,"Multi-trade: 40% trailing stop, re-enter after 50% drop from peak + 20% rebound",18,33.33,85.28,-14.72,22.33,-8.18
TY/ACC NO INFO,MultiTrade_20pctTrail_40pctDrop15pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 40% drop from peak + 15% rebound",13,61.54,102.50,2.50,2.92,1.92
TY/ACC NO INFO,MultiTrade_20pctTrail_60pctDrop25pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 60% drop from peak + 25% rebound",13,61.54,102.50,2.50,2.92,1.92
TY/ACC NO INFO,MultiTrade_20pctTrail_45pctDrop18pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 45% drop from peak + 18% rebound",13,61.54,102.50,2.50,2.92,1.92
TY/ACC NO INFO,MultiTrade_15pctTrail_RSI_MACD_24h,"Multi-trade: 15% trailing stop, re-enter using RSI/MACD signals",21,47.62,113.04,13.04,3.09,6.21
TY/ACC NO INFO,MultiTrade_20pctTrail_RSI_MACD_24h,"Multi-trade: 20% trailing stop, re-enter using RSI/MACD signals",22,50.00,102.41,2.41,6.46,1.09
TY/ACC NO INFO,MultiTrade_25pctTrail_RSI_MACD_24h,"Multi-trade: 25% trailing stop, re-enter using RSI/MACD signals",17,29.41,87.07,-12.93,13.22,-7.60
TY/ACC NO INFO,MultiTrade_30pctTrail_RSI_MACD_24h,"Multi-trade: 30% trailing stop, re-enter using RSI/MACD signals",15,20.00,84.69,-15.31,15.60,-10.21
TY/ACC NO INFO,MultiTrade_15pctTrail_MA_24h,"Multi-trade: 15% trailing stop, re-enter using MA crossovers",21,47.62,104.36,4.36,3.91,2.08
TY/ACC NO INFO,MultiTrade_20pctTrail_MA_24h,"Multi-trade: 20% trailing stop, re-enter using MA crossovers",21,42.86,93.70,-6.30,6.96,-3.00
TY/ACC NO INFO,MultiTrade_25pctTrail_MA_24h,"Multi-trade: 25% trailing stop, re-enter using MA crossovers",17,29.41,88.17,-11.83,12.13,-6.96
TY/ACC NO INFO,MultiTrade_30pctTrail_MA_24h,"Multi-trade: 30% trailing stop, re-enter using MA crossovers",15,20.00,83.22,-16.78,17.06,-11.19
TY/ACC NO INFO,Ichimoku_5m_TenkanKijunCross_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross on 5m, 20% trailing stop, 20% loss cap",13,15.38,93.88,-6.12,6.89,-4.71
TY/ACC NO INFO,Ichimoku_5m_CloudCross_20pctTrail_24h,"Delayed entry: Ichimoku cloud cross on 5m, 20% trailing stop, 20% loss cap",13,30.77,98.18,-1.82,6.93,-1.40
TY/ACC NO INFO,PriceBreakout_5pct_20pctTrail_24h,"Delayed entry: 5% price breakout above alert, 20% trailing stop, 20% loss cap",7,0.00,94.32,-5.68,5.68,-8.12
TY/ACC NO INFO,PriceBreakout_10pct_20pctTrail_24h,"Delayed entry: 10% price breakout above alert, 20% trailing stop, 20% loss cap",7,0.00,93.06,-6.94,6.94,-9.92
TY/ACC NO INFO,Ichimoku_5m_MACD_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MACD bullish on 5m, 20% trailing stop",13,23.08,98.07,-1.93,5.48,-1.49
TY/ACC NO INFO,Ichimoku_5m_MA_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MA golden cross on 5m, 20% trailing stop",6,16.67,95.15,-4.85,4.85,-8.08
TY/ACC NO INFO,RSI_Oversold_5m_20pctTrail_24h,"Delayed entry: RSI oversold bounce on 5m, 20% trailing stop, 20% loss cap",8,25.00,91.81,-8.19,8.45,-10.23
TY/ACC NO INFO,MACD_Cross_5m_20pctTrail_24h,"Delayed entry: MACD bullish crossover on 5m, 20% trailing stop, 20% loss cap",13,15.38,92.92,-7.08,7.08,-5.44
TY/ACC NO INFO,MA_GoldenCross_5m_20pctTrail_24h,"Delayed entry: MA golden cross (EMA9 > EMA20) on 5m, 20% trailing stop, 20% loss cap",12,16.67,92.30,-7.70,7.70,-6.42
TY/ACC NO INFO,Ichimoku_5m_TenkanKijun_10pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 10% trailing stop, 20% loss cap",13,23.08,91.99,-8.01,8.01,-6.16
TY/ACC NO INFO,Ichimoku_5m_TenkanKijun_15pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 15% trailing stop, 20% loss cap",13,23.08,99.36,-0.64,5.17,-0.49
TY/ACC NO INFO,Ichimoku_5m_TenkanKijun_25pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 25% trailing stop, 20% loss cap",13,15.38,90.11,-9.89,9.89,-7.61
TY/ACC NO INFO,Ichimoku_5m_TenkanKijun_30pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 30% trailing stop, 20% loss cap",13,23.08,89.18,-10.82,10.82,-8.32
TY/ACC NO INFO,Ichimoku_5m_TenkanKijun_35pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 35% trailing stop, 20% loss cap",13,15.38,85.11,-14.89,14.89,-11.46
TY/ACC NO INFO,Ichimoku_5m_TenkanKijun_40pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 40% trailing stop, 20% loss cap",13,23.08,86.09,-13.91,13.91,-10.70
TY/ACC NO INFO,Ichimoku_5m_TenkanKijun_DynamicTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, dynamic trailing stop (50% @ 2x, 40% @ 3x, 30% @ 4x, 25% @ 5x, 20% @ 6x, 15% @ 8x, 10% @ 10x)",13,7.69,87.30,-12.70,12.70,-9.77
TY/ACC NO INFO,PriceBreakout_5pct_DynamicTrail_24h,"5% price breakout, dynamic trailing stop",7,14.29,89.39,-10.61,10.61,-15.15
TY/ACC NO INFO,Ichimoku_5m_MACD_DynamicTrail_24h,"Ichimoku + MACD on 5m, dynamic trailing stop",13,7.69,86.03,-13.97,13.97,-10.75
TY/ACC NO INFO,MultiTrade_DynamicTrail_50pctDropRebound_24h,"Multi-trade: 50% drop + 20% rebound re-entry, dynamic trailing stop",14,14.29,80.88,-19.12,26.34,-13.66
meta maxist,Basic_6h_10pctSL_10pctClamp,"Hold 6h, 10% SL, 10% loss clamp",12,0.00,73.84,-26.16,26.16,-10.90
meta maxist,Basic_6h_20pctSL_20pctClamp,"Hold 6h, 20% SL, 20% loss clamp",12,0.00,75.04,-24.96,24.96,-20.80
meta maxist,Basic_6h_20pctSL_30pctClamp,"Hold 6h, 20% SL, 30% loss clamp",12,0.00,83.36,-16.64,16.64,-20.80
meta maxist,TP_6h_20pctSL_50pctTP,"Hold 6h, 20% SL, 50% TP",12,16.67,88.90,-11.10,13.49,-9.25
meta maxist,TP_6h_20pctSL_100pctTP,"Hold 6h, 20% SL, 100% TP",12,8.33,86.92,-13.08,19.31,-10.90
meta maxist,TP_24h_20pctSL_200pctTP,"Hold 24h, 20% SL, 200% TP",12,8.33,96.82,-3.18,17.68,-2.65
meta maxist,Trailing_6h_20pctSL_25pctTrail_50pctActivate,"Hold 6h, 20% SL, 25% trailing stop (activates at 50% gain)",12,16.67,100.54,0.54,14.80,0.45
meta maxist,Trailing_24h_20pctSL_30pctTrail_100pctActivate,"Hold 24h, 20% SL, 30% trailing stop (activates at 100% gain)",12,8.33,95.20,-4.80,17.93,-4.00
meta maxist,Dip_10pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 10% drop, re-enter when price rebounds to alert level, hold 6h",12,0.00,75.04,-24.96,24.96,-20.80
meta maxist,Dip_20pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 20% drop, re-enter when price rebounds to alert level, hold 6h",10,0.00,79.20,-20.80,20.80,-20.80
meta maxist,Dip_40pctDrop_ReboundToMinus30pct_24h,"Buy dip: Wait for 40% drop, re-enter when price rebounds to -30% of alert, hold 24h",11,0.00,77.12,-22.88,22.88,-20.80
meta maxist,Dip_30pctDrop_ReboundToMinus10pct_6h,"Buy dip: Wait for 30% drop, re-enter when price rebounds to -10% of alert, hold 6h",8,12.50,88.39,-11.61,14.56,-14.51
meta maxist,MultiTrade_10pctTrail_50pctDropRebound_24h,"Multi-trade: 10% trailing stop, re-enter after 50% drop from peak + 20% rebound",27,70.37,185.50,85.50,0.88,31.67
meta maxist,MultiTrade_15pctTrail_50pctDropRebound_24h,"Multi-trade: 15% trailing stop, re-enter after 50% drop from peak + 20% rebound",25,56.00,166.28,66.28,1.40,26.51
meta maxist,MultiTrade_20pctTrail_50pctDropRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 50% drop from peak + 20% rebound",18,33.33,114.52,14.52,5.65,8.07
meta maxist,MultiTrade_25pctTrail_50pctDropRebound_24h,"Multi-trade: 25% trailing stop, re-enter after 50% drop from peak + 20% rebound",14,14.29,109.38,9.38,7.93,6.70
meta maxist,MultiTrade_30pctTrail_50pctDropRebound_24h,"Multi-trade: 30% trailing stop, re-enter after 50% drop from peak + 20% rebound",14,14.29,99.42,-0.58,14.45,-0.42
meta maxist,MultiTrade_35pctTrail_50pctDropRebound_24h,"Multi-trade: 35% trailing stop, re-enter after 50% drop from peak + 20% rebound",13,7.69,92.26,-7.74,18.81,-5.96
meta maxist,MultiTrade_40pctTrail_50pctDropRebound_24h,"Multi-trade: 40% trailing stop, re-enter after 50% drop from peak + 20% rebound",13,7.69,86.86,-13.14,22.43,-10.10
meta maxist,MultiTrade_20pctTrail_40pctDrop15pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 40% drop from peak + 15% rebound",12,41.67,118.08,18.08,3.18,15.06
meta maxist,MultiTrade_20pctTrail_60pctDrop25pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 60% drop from peak + 25% rebound",12,41.67,118.08,18.08,3.18,15.06
meta maxist,MultiTrade_20pctTrail_45pctDrop18pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 45% drop from peak + 18% rebound",12,41.67,118.08,18.08,3.18,15.06
meta maxist,MultiTrade_15pctTrail_RSI_MACD_24h,"Multi-trade: 15% trailing stop, re-enter using RSI/MACD signals",18,33.33,119.97,19.97,3.23,11.09
meta maxist,MultiTrade_20pctTrail_RSI_MACD_24h,"Multi-trade: 20% trailing stop, re-enter using RSI/MACD signals",17,29.41,109.85,9.85,9.51,5.79
meta maxist,MultiTrade_25pctTrail_RSI_MACD_24h,"Multi-trade: 25% trailing stop, re-enter using RSI/MACD signals",15,20.00,107.62,7.62,9.41,5.08
meta maxist,MultiTrade_30pctTrail_RSI_MACD_24h,"Multi-trade: 30% trailing stop, re-enter using RSI/MACD signals",15,20.00,98.45,-1.55,15.29,-1.04
meta maxist,MultiTrade_15pctTrail_MA_24h,"Multi-trade: 15% trailing stop, re-enter using MA crossovers",18,33.33,120.66,20.66,3.26,11.48
meta maxist,MultiTrade_20pctTrail_MA_24h,"Multi-trade: 20% trailing stop, re-enter using MA crossovers",17,29.41,110.38,10.38,9.07,6.10
meta maxist,MultiTrade_25pctTrail_MA_24h,"Multi-trade: 25% trailing stop, re-enter using MA crossovers",14,14.29,106.02,6.02,10.76,4.30
meta maxist,MultiTrade_30pctTrail_MA_24h,"Multi-trade: 30% trailing stop, re-enter using MA crossovers",14,14.29,96.28,-3.72,17.15,-2.66
meta maxist,Ichimoku_5m_TenkanKijunCross_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross on 5m, 20% trailing stop, 20% loss cap",12,33.33,90.70,-9.30,9.30,-7.75
meta maxist,Ichimoku_5m_CloudCross_20pctTrail_24h,"Delayed entry: Ichimoku cloud cross on 5m, 20% trailing stop, 20% loss cap",12,0.00,81.30,-18.70,18.70,-15.58
meta maxist,PriceBreakout_5pct_20pctTrail_24h,"Delayed entry: 5% price breakout above alert, 20% trailing stop, 20% loss cap",8,25.00,91.45,-8.55,10.29,-10.69
meta maxist,PriceBreakout_10pct_20pctTrail_24h,"Delayed entry: 10% price breakout above alert, 20% trailing stop, 20% loss cap",8,12.50,92.06,-7.94,9.20,-9.92
meta maxist,Ichimoku_5m_MACD_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MACD bullish on 5m, 20% trailing stop",12,41.67,93.39,-6.61,6.96,-5.51
meta maxist,Ichimoku_5m_MA_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MA golden cross on 5m, 20% trailing stop",5,20.00,93.14,-6.86,6.86,-13.73
meta maxist,RSI_Oversold_5m_20pctTrail_24h,"Delayed entry: RSI oversold bounce on 5m, 20% trailing stop, 20% loss cap",11,9.09,84.29,-15.71,15.71,-14.28
meta maxist,MACD_Cross_5m_20pctTrail_24h,"Delayed entry: MACD bullish crossover on 5m, 20% trailing stop, 20% loss cap",12,25.00,88.21,-11.79,11.92,-9.83
meta maxist,MA_GoldenCross_5m_20pctTrail_24h,"Delayed entry: MA golden cross (EMA9 > EMA20) on 5m, 20% trailing stop, 20% loss cap",11,0.00,83.68,-16.32,16.32,-14.84
meta maxist,Ichimoku_5m_TenkanKijun_10pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 10% trailing stop, 20% loss cap",12,16.67,94.53,-5.47,7.09,-4.56
meta maxist,Ichimoku_5m_TenkanKijun_15pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 15% trailing stop, 20% loss cap",12,16.67,88.68,-11.32,11.59,-9.43
meta maxist,Ichimoku_5m_TenkanKijun_25pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 25% trailing stop, 20% loss cap",12,8.33,85.11,-14.89,14.89,-12.41
meta maxist,Ichimoku_5m_TenkanKijun_30pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 30% trailing stop, 20% loss cap",12,8.33,82.09,-17.91,17.91,-14.93
meta maxist,Ichimoku_5m_TenkanKijun_35pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 35% trailing stop, 20% loss cap",12,16.67,80.56,-19.44,19.44,-16.20
meta maxist,Ichimoku_5m_TenkanKijun_40pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 40% trailing stop, 20% loss cap",12,8.33,78.46,-21.54,21.54,-17.95
meta maxist,Ichimoku_5m_TenkanKijun_DynamicTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, dynamic trailing stop (50% @ 2x, 40% @ 3x, 30% @ 4x, 25% @ 5x, 20% @ 6x, 15% @ 8x, 10% @ 10x)",12,8.33,75.64,-24.36,24.36,-20.30
meta maxist,PriceBreakout_5pct_DynamicTrail_24h,"5% price breakout, dynamic trailing stop",8,0.00,79.93,-20.07,20.07,-25.08
meta maxist,Ichimoku_5m_MACD_DynamicTrail_24h,"Ichimoku + MACD on 5m, dynamic trailing stop",12,16.67,84.05,-15.95,20.57,-13.29
meta maxist,MultiTrade_DynamicTrail_50pctDropRebound_24h,"Multi-trade: 50% drop + 20% rebound re-entry, dynamic trailing stop",13,7.69,92.70,-7.30,20.08,-5.61
Croz,Basic_6h_10pctSL_10pctClamp,"Hold 6h, 10% SL, 10% loss clamp",10,0.00,78.20,-21.80,21.80,-10.90
Croz,Basic_6h_20pctSL_20pctClamp,"Hold 6h, 20% SL, 20% loss clamp",10,10.00,81.94,-18.06,18.06,-18.06
Croz,Basic_6h_20pctSL_30pctClamp,"Hold 6h, 20% SL, 30% loss clamp",10,10.00,87.96,-12.04,12.04,-18.06
Croz,TP_6h_20pctSL_50pctTP,"Hold 6h, 20% SL, 50% TP",10,30.00,99.99,-0.01,3.99,-0.01
Croz,TP_6h_20pctSL_100pctTP,"Hold 6h, 20% SL, 100% TP",10,20.00,102.96,2.96,7.77,2.96
Croz,TP_24h_20pctSL_200pctTP,"Hold 24h, 20% SL, 200% TP",10,10.00,100.98,0.98,13.85,0.98
Croz,Trailing_6h_20pctSL_25pctTrail_50pctActivate,"Hold 6h, 20% SL, 25% trailing stop (activates at 50% gain)",10,30.00,192.55,92.55,2.84,92.55
Croz,Trailing_24h_20pctSL_30pctTrail_100pctActivate,"Hold 24h, 20% SL, 30% trailing stop (activates at 100% gain)",10,20.00,182.23,82.23,4.46,82.23
